SeqId,SomaId,Target Name,Target Full Name,UniProt ID,Type,Organism,Dilution,Apparent Kd (M),LoDB (RFU),Signal To Noise Plasma,Intra-Plate CV Plasma,Inter-Plate CV Plasma,Total CV Plasma,Correlation Plasma,F-Statistic Plasma,Lower 95% Normal Plasma (RFU),Median Normal Plasma (RFU),Upper 95% Normal Plasma (RFU),Signal To Noise Serum,Intra-Plate CV Serum,Inter-Plate CV Serum,Total CV Serum,Correlation Serum,F-Statistic Serum,Lower 95% Normal Serum (RFU),Median Normal Serum (RFU),Upper 95% Normal Serum (RFU),Characterization Info,Orthogonal Strategies,MRM-MS Data,DDA-MS Data,Genetic Strategies,Entrez Gene Name,Entrez Gene ID,Ensembl Gene ID,HGNC ID,SELEX Target Name,SELEX UniProt ID,Serum Scalar v4.0 to v4.1,Serum Lin's CCC,Plasma Scalar v4.0 to v4.1,Plasma Lin's CCC
14254-27,SL019925,PTN4,Tyrosine-protein phosphatase non-receptor type 4,P29074,Protein,Human,0.5%,4.46E-11,47,45.556,0.019,0.042,0.046,0.96,52.803,1455,2243,3232,43.91,0.02,0.018,0.027,0.9,56.182,1668,2140,2944,,,,,,PTPN4,5775,ENSG00000088179,HGNC:9656,,,1.113,0.917,0.908,0.887
14256-4,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,45,3.622,0.055,0.044,0.07,0.883,15.217,173,213,392,7.343,0.022,0.022,0.031,0.841,23.808,220,260,398,,,,,,Igh,,,,FBN3,Q75N90,1.549,0.913,0.988,0.914
14260-112,SL015522,ARHG8,Neuroepithelial cell-transforming gene 1 protein,Q7Z628,Protein,Human,20%,3.21E-11,67,3.379,0.021,0.035,0.041,0.821,14.208,223,313,724,7.099,0.018,0.015,0.024,0.828,26.05,298,351,522,,,,,,NET1,10276,ENSG00000173848,HGNC:14592,,,1.379,0.862,1.021,0.896
14268-4,SL007647,SRXN1,Sulfiredoxin-1,Q9BYN0,Protein,Human,0.5%,5.41E-11,28,15.361,0.09,0.059,0.108,0.657,1.674,442,652,1064,177.266,0.072,0.043,0.084,0.685,3.187,3195,4564,6604,,,,,,SRXN1,140809,ENSG00000271303,HGNC:16132,,,1.211,0.658,0.857,0.765
14271-23,SL007707,RAB6B,Ras-related protein Rab-6B,Q9NRW1,Protein,Human,20%,2.96E-12,87,91.186,0.026,0.032,0.041,0.976,77.237,3595,23179,46824,52.92,0.047,0.038,0.061,0.945,2.056,1903,3658,9172,,,,,30072576,RAB6B,51560,ENSG00000154917,HGNC:14902,,,1.142,0.974,0.798,0.914
14273-19,SL010939,PPCE,Prolyl endopeptidase,P48147,Protein,Human,20%,1.48E-10,71,19.677,0.642,0.446,0.782,0.372,1.38,142,2082,5910,8.13,0.809,0.581,0.996,0.47,0.681,100,679,1261,,,,,30072576,PREP,5550,ENSG00000085377,HGNC:9358,,,1.836,0.397,1.152,0.351
14283-12,SL008144,RAB14,Ras-related protein Rab-14,P61106,Protein,Human,20%,5.88E-11,76,30.107,0.025,0.029,0.038,0.935,99.976,2059,2955,5002,110.718,0.041,0.048,0.063,0.743,2.236,6439,8245,10651,,,,,,RAB14,51552,ENSG00000119396,HGNC:16524,,,1.137,0.905,0.814,0.933
14284-23,SL006773,E2AK4,eIF-2-alpha kinase GCN2,Q9P2K8,Protein,Human,20%,2.46E-11,24,3.231,0.539,0.389,0.664,0.244,4.156,15,76,277,3.367,0.468,0.373,0.599,0.323,2.704,14,68,234,,,,,,EIF2AK4,440275,ENSG00000128829,HGNC:19687,,,3.219,0.39,1.677,0.325
14286-2,SL005769,NF-ATc1,"Nuclear factor of activated T-cells, cytoplasmic 1",O95644,Protein,Human,20%,2.06E-12,42,7.237,0.106,0.084,0.135,0.737,3.91,198,371,626,16.283,0.053,0.04,0.067,0.748,388.73,367,537,755,,,,,,NFATC1,4772,ENSG00000131196,HGNC:7775,,,1.595,0.743,1.013,0.635
14287-6,SL008533,RAB5C,Ras-related protein Rab-5C,P51148,Protein,Human,20%,9.55E-12,122,271.94,0.068,0.062,0.092,0.95,64.73,13097,50637,77541,62.458,0.046,0.059,0.075,0.817,1.506,5372,7494,11368,,,,30072576,,RAB5C,5878,ENSG00000108774,HGNC:9785,,,0.891,0.802,0.572,0.894
14291-53,SL019710,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",Q99490,Protein,Human,20%,1.13E-12,43,20.958,0.03,0.027,0.041,0.95,53.51,338,1524,4045,9.956,0.02,0.016,0.026,0.837,23.818,233,300,772,,,,,,AGAP2,116986,ENSG00000135439,HGNC:16921,,,1.092,0.962,0.75,0.918
14294-61,SL013880,MBD1,Methyl-CpG-binding domain protein 1,Q9UIS9,Protein,Human,20%,2.03E-12,78,37.451,0.046,0.061,0.077,0.94,23.503,2565,4295,7846,306.832,0.056,0.046,0.072,0.923,27.961,10380,20553,35341,,,,,,MBD1,4152,ENSG00000141644,HGNC:6916,,,1.593,0.936,1.03,0.888
14308-192,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,203,3.812,0.035,0.022,0.041,0.807,42.129,764,954,1765,8.586,0.034,0.03,0.045,0.649,2.91,1077,1292,2172,,,,,,Igh,,,,CLCL1,Q8IZS7,1.446,0.879,1.046,0.867
14309-8,SL013160,HNRH1,Heterogeneous nuclear ribonucleoprotein H,P31943,Protein,Human,20%,8.16E-11,91,40.011,0.032,0.064,0.071,0.675,2.332,2781,3662,6474,29.259,0.028,0.02,0.034,0.858,7.027,1890,2492,7885,,,,,,HNRNPH1,3187,ENSG00000169045|ENSG00000284254,HGNC:5041,,,1.386,0.921,0.732,0.845
14314-6,SL019714,PPIL2,Peptidyl-prolyl cis-trans isomerase-like 2,Q13356,Protein,Human,20%,2.86E-12,45,13.385,0.162,0.119,0.201,0.618,4.161,261,640,1265,16,0.146,0.077,0.165,0.324,1.309,343,635,1046,,,,30072576,,PPIL2,23759,ENSG00000100023,HGNC:9261,,,1.422,0.536,1.072,0.503
14318-1,SL013288,VPS29,Vacuolar protein sorting-associated protein 29,Q9UBQ0,Protein,Human,0.5%,6.48E-11,49,119.278,0.05,0.035,0.061,0.98,128.783,3806,5868,12893,222.841,0.075,0.034,0.082,0.759,24.495,7760,10930,17838,Under Investigation,,,,,VPS29,51699,ENSG00000111237,HGNC:14340,,,0.877,0.928,0.614,0.9
14324-52,SL005089,CSPG6,Structural maintenance of chromosomes protein 3,Q9UQE7,Protein,Human,20%,1.72E-10,205,40.234,0.03,0.025,0.038,0.803,10.846,3631,7441,17130,31.293,0.031,0.02,0.037,0.957,95.222,4801,10453,24635,,,,,,SMC3,9126,ENSG00000108055,HGNC:2468,,,1.107,0.979,0.767,0.742
14326-4,SL006253,UB2E1,Ubiquitin-conjugating enzyme E2 E1,P51965,Protein,Human,20%,1.56E-11,119,39.481,0.024,0.025,0.035,0.941,35.58,3883,9249,17345,31.333,0.027,0.03,0.041,0.875,1.332,2910,3900,6308,,,,,,UBE2E1,7324,ENSG00000170142,HGNC:12477,,,1.106,0.934,0.729,0.915
14329-4,SL011624,DIDO1,Death-inducer obliterator 1,Q9BTC0,Protein,Human,20%,1.9E-11,103,3.954,0.07,0.067,0.097,0.68,3.207,382,482,1155,12.06,0.02,0.025,0.032,0.827,2.933,806,966,1646,,,,,,DIDO1,11083,ENSG00000101191,HGNC:2680,,,1.18,0.912,0.816,0.888
14331-262,SL019738,DYLT1,Dynein light chain Tctex-type 1,P63172,Protein,Human,20%,1.67E-10,79,6.423,0.103,0.122,0.159,0.608,3.22,399,604,1151,13.094,0.054,0.024,0.059,0.491,1.35,598,834,1222,,,,,,DYNLT1,6993,ENSG00000146425,HGNC:11697,,,1.161,0.938,0.918,0.903
14332-3,SL008025,RALA,Ras-related protein Ral-A,P11233,Protein,Human,0.5%,1.52E-11,82,18.563,0.027,0.02,0.034,0.961,57.76,932,3265,8614,10.774,0.02,0.018,0.027,0.953,35.543,786,936,3595,,,,,,RALA,5898,ENSG00000006451,HGNC:9839,,,1.313,0.98,1.125,0.901
14334-3,SL014781,RECO,Recoverin,P35243,Protein,Human,20%,1.77E-10,58,5.136,0.042,0.044,0.061,0.812,275.155,301,371,501,7.158,0.023,0.037,0.043,0.781,50.92,255,325,425,,,,,,RCVRN,5957,ENSG00000109047,HGNC:9937,,,1.403,0.813,0.976,0.865
14337-1,SL019699,TPPC3,Trafficking protein particle complex subunit 3,O43617,Protein,Human,0.5%,1.35E-10,75,20.824,0.057,0.046,0.073,0.728,2.857,1448,2365,4135,42.682,0.044,0.04,0.059,0.86,6.959,2333,3202,5120,,,,,,TRAPPC3,27095,ENSG00000054116,HGNC:19942,,,0.869,0.887,0.518,0.879
14341-8,SL019767,FA69C,Protein FAM69C,Q0P6D2,Protein,Human,0.5%,1.95E-10,89,16.982,0.029,0.04,0.049,0.925,15.99,1466,1794,2571,84.334,0.028,0.027,0.039,0.94,20.933,5068,6679,8672,Under Investigation,,,,,DIPK1C,125704,ENSG00000187773,HGNC:31729,,,0.923,0.907,0.748,0.641
14583-49,SL004357,Myostatin,Growth/differentiation factor 8,O14793,Protein,Human,0.5%,7.33E-12,151,2.44,0.176,0.129,0.218,0.721,1.134,179,234,390,3.048,0.051,0.031,0.059,0.832,0.614,400,526,709,Binding was observed with Growth/differentiation factor 11 with at least 10x weaker affinity.,,,,,MSTN,2660,ENSG00000138379,HGNC:4223,,,1.066,0.458,0.973,0.285
14587-16,SL004345,GDF-11,Growth/differentiation factor 11,O95390,Protein,Human,20%,2.58E-11,20,3.787,0.039,0.038,0.054,0.941,373.956,62,90,380,6.244,0.029,0.026,0.039,0.902,696.112,84,103,271,Binding was observed with Growth/differentiation factor 8 with at least 10x weaker affinity.,,,,,GDF11,10220,ENSG00000135414,HGNC:4216,,,1.317,0.981,0.913,0.978
14593-152,SL020072,F210A,Protein FAM210A,Q96ND0,Protein,Human,0.5%,2.38E-11,85,30.434,0.27,0.133,0.301,0.475,0.787,705,3316,5641,352.893,0.309,0.169,0.352,0.51,1.304,6853,25990,39316,,,,,,FAM210A,125228,ENSG00000177150,HGNC:28346,,,1.139,0.711,0.758,0.421
14597-5,SL020074,SEM6C,"Semaphorin-6C, cytoplasmic",Q9H3T2,Protein,Human,20%,1.51E-11,68,2.843,0.053,0.04,0.067,0.91,4.351,164,204,626,6.52,0.023,0.03,0.038,0.881,531.773,251,289,732,,,,,,SEMA6C,10500,ENSG00000143434,HGNC:10740,,,1.454,0.897,0.926,0.913
14599-18,SL007723,STAB1,Stabilin-1,Q9NY15,Protein,Human,20%,3.49E-11,113,4.702,0.058,0.062,0.085,0.733,8.553,552,730,1548,13.633,0.02,0.015,0.025,0.779,3.945,865,1075,1514,,,,,,STAB1,23166,,HGNC:18628,,,1.254,0.85,0.907,0.742
14603-51,SL020082,KIAA0040,Uncharacterized protein KIAA0040,Q15053,Protein,Human,20%,2.15E-10,92,23.183,0.033,0.033,0.046,0.857,9.273,2289,3445,4864,17.877,0.03,0.018,0.035,0.871,10.384,1111,1496,2157,,,,,,KIAA0040,9674,ENSG00000235750,HGNC:28950,,,1.164,0.93,0.821,0.842
14605-2,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,13,1.427,0.557,0.371,0.669,0.131,0.657,3,17,99,3.031,0.497,0.345,0.605,0.172,1.056,4,24,98,,,,,,Igh,,,,GPR6,P46095,3.322,0.255,1.823,0.222
14614-41,SL008890,CA130,Noncompact myelin-associated protein,Q5T1S8,Protein,Human,20%,3.87E-11,33,293.255,0.027,0.016,0.031,0.933,17.225,4546,9519,14575,194.084,0.027,0.02,0.034,0.962,60.013,4422,6596,9649,,,,,,NCMAP,400746,ENSG00000184454,HGNC:29332,,,1.131,0.935,0.755,0.851
14615-46,SL020089,KRA24,Keratin-associated protein 2-4,Q9BYR9,Protein,Human,20%,5E-11,35,26.334,0.035,0.036,0.05,0.888,76.457,532,905,1596,25.209,0.028,0.031,0.042,0.773,14.393,594,766,1108,,,,,,KRTAP2-4,730755,ENSG00000213417|ENSG00000263091,HGNC:18891,,,1.112,0.864,0.696,0.828
14616-16,SL020097,ZN382,Zinc finger protein 382,Q96SR6,Protein,Human,20%,4.44E-12,27,2.649,0.031,0.032,0.045,0.8,1362.989,53,74,160,3.549,0.038,0.029,0.048,0.821,48.526,67,78,135,,,,,,ZNF382,84911,ENSG00000161298,HGNC:17409,,,1.255,0.903,0.925,0.874
14617-7,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,65,3.435,0.041,0.039,0.057,0.728,639.231,219,261,422,7.742,0.026,0.027,0.038,0.71,7.537,301,360,522,,,,30072576,,Igh,,,,CNTP1,P78357,1.24,0.848,0.864,0.863
14618-26,SL012766,ECOP,"Vesicular, overexpressed in cancer, prosurvival protein 1",Q96AW1,Protein,Human,20%,4.35E-10,84,27.718,0.027,0.027,0.038,0.921,90.033,1247,2190,4383,33.599,0.015,0.017,0.023,0.921,36.875,1672,2354,4044,,,,,,VOPP1,81552,ENSG00000154978,HGNC:34518,,,1.307,0.962,0.948,0.899
14619-8,SL020098,ZN526,Zinc finger protein 526,Q8TF50,Protein,Human,20%,1.98E-11,28,6.854,0.026,0.02,0.033,0.863,10.23,211,254,662,12.773,0.02,0.021,0.029,0.848,22.036,262,324,520,,,,,,ZNF526,116115,ENSG00000167625,HGNC:29415,,,1.15,0.914,0.786,0.7
14623-26,SL018938,SUMO3,Small ubiquitin-related modifier 3,P55854,Protein,Human,20%,1.28E-12,79,141.27,0.038,0.046,0.06,0.925,37.857,7538,24594,46719,106.935,0.052,0.042,0.067,0.844,0.736,5038,7270,12498,Binding was observed with Small ubiquitin-related modifier 2 with similar affinity.  No binding was observed with Small ubiquitin-related modifier 1 .,,,,,SUMO3,6612,ENSG00000184900,HGNC:11124,,,1.053,0.929,0.686,0.927
14624-51,SL011618,CTCF,Transcriptional repressor CTCF,P49711,Protein,Human,20%,5.03E-12,109,3.617,0.043,0.046,0.063,0.914,5.49,371,451,1021,8.439,0.014,0.017,0.022,0.862,8.052,503,616,958,,,,30072576,,CTCF,10664,ENSG00000102974,HGNC:13723,,,1.235,0.837,0.952,0.843
14628-72,SL020051,FBX3,F-box only protein 3,Q9UK99,Protein,Human,20%,1.68E-10,46,7.421,0.024,0.049,0.055,0.907,1.138,320,403,3908,16.327,0.016,0.028,0.032,0.902,53627.791,444,503,3933,,,,,,FBXO3,26273,ENSG00000110429,HGNC:13582,,,1.543,0.985,1.076,0.977
14631-22,SL020115,DUS16,Dual specificity protein phosphatase 16,Q9BY84,Protein,Human,20%,5.47E-11,46,10.808,0.07,0.068,0.098,0.923,37139.898,403,566,1252,16.004,0.036,0.02,0.041,0.756,205.302,462,590,1032,,,,,,DUSP16,80824,ENSG00000280962|ENSG00000111266,HGNC:17909,,,1.322,0.922,0.935,0.886
14633-26,SL020121,T185A,Transmembrane protein 185A,Q8NFB2,Protein,Human,20%,1.76E-11,102,12.945,0.102,0.113,0.153,0.832,7.684,951,1642,3325,24.041,0.054,0.04,0.067,0.728,3.989,1363,1951,2693,,,,,,TMEM185A,84548,ENSG00000269556,HGNC:17125,,,1.071,0.81,0.764,0.741
14634-13,SL020122,LSHR,Lutropin-choriogonadotropic hormone receptor,P22888,Protein,Human,20%,1.3E-10,43,3.279,0.02,0.015,0.025,0.928,441.251,129,172,425,5.593,0.019,0.019,0.027,0.776,50.992,167,192,350,,,,,,LHCGR,3973,ENSG00000138039,HGNC:6585,,,1.432,0.937,1.041,0.937
14635-28,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,63,3.267,0.072,0.053,0.09,0.883,6.112,227,260,451,5.586,0.022,0.02,0.029,0.643,53.769,253,280,448,,,,,,Igh,,,,PCDG8,Q9Y5G5,1.325,0.919,0.811,0.896
14636-25,SL005350,Ribonuclease UK114,Ribonuclease UK114,P52758,Protein,Human,20%,6.95E-12,53,77.759,0.052,0.029,0.059,0.907,16.634,2769,5623,11897,53.697,0.041,0.017,0.044,0.955,60.155,2553,4928,10344,,,,30072576,29875488|30072576,RIDA,10247,ENSG00000132541,HGNC:16897,,,1.399,0.98,0.932,0.936
14645-253,SL020127,GSTA4,Glutathione S-transferase A4,O15217,Protein,Human,20%,3.85E-11,82,10.189,0.12,0.125,0.174,0.76,5.358,495,997,1795,12.729,0.077,0.054,0.094,0.49,2.074,556,852,1414,,,,,,GSTA4,2941,ENSG00000170899,HGNC:4629,,,1.197,0.672,0.881,0.607
14655-1,SL020140,DJC17,DnaJ homolog subfamily C member 17,Q9NVM6,Protein,Human,20%,1.52E-12,44,11.22,0.025,0.019,0.032,0.886,24.446,470,827,1494,10.972,0.026,0.018,0.032,0.9,194.404,345,434,734,,,,30072576,29875488|30072576,DNAJC17,55192,ENSG00000104129,HGNC:25556,,,1.091,0.944,0.77,0.899
14662-6,SL020179,MZF1,Myeloid zinc finger 1,P28698,Protein,Human,20%,4.5E-12,59,38.747,0.046,0.032,0.056,0.844,29.514,1311,2570,4056,30.859,0.051,0.023,0.056,0.738,9.75,1132,1649,2419,,,,,,MZF1,7593,ENSG00000099326,HGNC:13108,,,1.446,0.829,1.129,0.768
14663-44,SL020180,RNF8,E3 ubiquitin-protein ligase RNF8,O76064,Protein,Human,0.5%,9.15E-11,137,16.646,0.042,0.051,0.066,0.652,4.008,1683,2176,2939,140.001,0.037,0.045,0.058,0.933,27.951,11733,19349,27003,,,,,,RNF8,9025,ENSG00000112130,HGNC:10071,,,1.031,0.902,0.743,0.566
14670-1,SL020187,SKIL,Ski-like protein,P12757,Protein,Human,0.5%,3.51E-11,109,18.12,0.05,0.048,0.069,0.878,18.785,1580,3224,6897,28.253,0.047,0.026,0.053,0.74,5.158,1950,2624,3358,,,,,,SKIL,6498,ENSG00000136603,HGNC:10897,,,0.901,0.717,0.868,0.857
14674-63,SL020191,PACN3,Protein kinase C and casein kinase substrate in neurons protein 3,Q9UKS6,Protein,Human,20%,3.12E-11,32,4.475,0.032,0.039,0.051,0.902,69.215,165,199,646,11.023,0.013,0.014,0.019,0.768,29.459,212,255,558,,,,30072576,,PACSIN3,29763,ENSG00000165912,HGNC:8572,,,1.306,0.929,0.943,0.928
14675-20,SL011011,IF4B,Eukaryotic translation initiation factor 4B,P23588,Protein,Human,20%,1.34E-12,158,83.683,0.025,0.025,0.035,0.911,30.322,7773,29597,48685,37.401,0.049,0.044,0.066,0.962,1.15,3100,4733,9748,,,,30072576,,EIF4B,1975,ENSG00000063046,HGNC:3285,,,1.394,0.96,0.964,0.904
14684-17,SL011179,CAN2,Calpain-2 catalytic subunit,P17655,Protein,Human,20%,1.03E-11,71,65.712,0.024,0.032,0.04,0.91,19.622,2577,4597,11011,31.994,0.03,0.026,0.04,0.918,92.747,1951,2476,5222,,,,,30072576|29875488,CAPN2,824,ENSG00000162909,HGNC:1479,,,1.314,0.973,0.881,0.94
14685-17,SL003722,PKB beta,RAC-beta serine/threonine-protein kinase,P31751,Protein,Human,0.5%,8.07E-12,71,22.464,0.02,0.019,0.028,0.946,34.672,1545,2047,3034,30.668,0.02,0.02,0.028,0.942,13.375,1726,2083,2704,Binding was observed with RAC-alpha serine/threonine-protein kinase with similar affinity.  Binding was observed with Protein kinase B gamma with at least 10x weaker affinity.  No binding was observed with Serine/threonine-protein kinase Sgk1.,,,,,AKT2,208,ENSG00000105221,HGNC:392,,,1.1,0.944,0.83,0.87
14687-6,SL007972,M6PBP,Perilipin-3,O60664,Protein,Human,20%,3.17E-10,27,7.393,0.039,0.085,0.094,0.714,0.268,143,262,797,18.252,0.093,0.054,0.108,0.536,1.607,300,445,835,,,,,,PLIN3,10226,ENSG00000105355,HGNC:16893,,,1.368,0.833,1.047,0.862
14688-6,SL020212,PTN7,Tyrosine-protein phosphatase non-receptor type 7,P35236,Protein,Human,20%,1.01E-11,48,4.597,0.032,0.052,0.061,0.851,24.345,242,320,810,11.619,0.025,0.022,0.033,0.638,5.428,327,395,896,,,,,,PTPN7,5778,ENSG00000143851,HGNC:9659,,,1.213,0.901,0.86,0.885
14689-3,SL011207,SEC13,Protein SEC13 homolog,P55735,Protein,Human,0.5%,1.97E-11,35,57.891,0.034,0.04,0.053,0.617,1.44,2124,2803,3455,134.217,0.026,0.015,0.03,0.777,8.827,3327,4257,4950,,,,,,SEC13,6396,ENSG00000157020,HGNC:10697,,,0.889,0.726,0.82,0.573
14692-3,SL020215,ZN276,Zinc finger protein 276,Q8N554,Protein,Human,20%,1.6E-11,117,57.276,0.166,0.134,0.213,0.767,5.832,1937,7923,16126,42.258,0.141,0.09,0.168,0.523,2.393,2012,6024,10907,,,,,,ZNF276,92822,ENSG00000158805,HGNC:23330,,,1.1,0.623,1.057,0.548
14705-1,SL003320,VEGF-D,Vascular endothelial growth factor D,O43915,Protein,Human,20%,4.87E-11,73,13.491,0.031,0.03,0.043,0.954,27.889,833,1225,3013,18.165,0.025,0.018,0.031,0.862,2.205,956,1234,2694,"No binding was observed with Vascular endothelial growth factor A isoform VEGF165, Vascular endothelial growth factor B or Vascular endothelial growth factor C.",,,,,VEGFD,2277,ENSG00000165197,HGNC:3708,,,1.324,0.965,0.946,0.92
14708-59,SL007931,CO8G,Complement component C8 gamma chain,P07360,Protein,Human,0.5%,2.23E-11,286,302.484,0.084,0.056,0.101,0.413,1.784,57241,82700,118634,294.101,0.072,0.069,0.1,0.554,1.968,65570,86227,110091,Under Investigation,,,30072576,30072576,C8G,733,ENSG00000176919,HGNC:1354,,,1.189,0.605,0.908,0.623
14711-27,SL004438,Cystatin M,Cystatin-M,Q15828,Protein,Human,20%,6.64E-12,102,540.168,0.078,0.052,0.093,0.806,13.854,24775,48234,92004,476.923,0.056,0.041,0.069,0.848,5.87,25388,43638,70853,"No binding was observed with Cystatin-C, Cystatin-S or Cystatin-SN.",,,30072576,29875488|30072576,CST6,1474,ENSG00000175315,HGNC:2478,,,0.934,0.862,0.631,0.779
14713-46,SL004589,Azurocidin,Azurocidin,P20160,Protein,Human,20%,7.14E-12,62,3.739,0.031,0.032,0.045,0.765,9.254,225,272,620,8.308,0.022,0.018,0.029,0.699,10.757,323,380,611,No binding was observed with Neutrophil elastase or Myeloblastin.,,,,,AZU1,566,ENSG00000278624|ENSG00000172232,HGNC:913,,,1.321,0.906,0.932,0.906
14747-9,SL020310,CRLF1,Cytokine receptor-like factor 1,O75462,Protein,Human,20%,4.15E-11,53,20.79,0.035,0.035,0.05,0.884,20.94,801,1220,2225,37.428,0.035,0.014,0.038,0.928,72.122,1158,1536,2992,,,,30072576,30072576,CRLF1,9244,ENSG00000006016,HGNC:2364,,,1.223,0.956,0.809,0.932
14748-31,SL020313,RHG05,Rho GTPase-activating protein 5,Q13017,Protein,Human,20%,2.46E-12,67,17.592,0.019,0.02,0.027,0.975,88.701,754,3174,7598,16.137,0.022,0.045,0.05,0.949,3.897,619,750,1192,,,,30072576,,ARHGAP5,394,ENSG00000100852,HGNC:675,,,1.212,0.951,0.739,0.911
15295-81,SL025883,IGF-II:Mature ,Insulin-like growth factor II:Mature,P01344,Protein,Human,0.5%,2.71E-11,127,130.662,1.017,0.732,1.253,0.158,0.89,485,12117,33083,105.066,0.97,0.78,1.244,0.113,0.738,945,15746,36374,No binding was observed with Insulin-like growth factor I.,,,,,IGF2,3481,ENSG00000167244,HGNC:5466,,,1.767,0.172,1.305,0.115
15297-3,SL004825,S100A3,Protein S100-A3,P33764,Protein,Human,20%,2.59E-12,35,10.671,0.205,0.097,0.227,0.234,0.984,160,453,669,25.65,0.121,0.087,0.149,0.625,1.73,393,750,1025,"No binding was observed with Protein S100-A2, Protein S100-A6 or Protein S100-A4.",,,,,S100A3,6274,ENSG00000188015,HGNC:10493,,,2.221,0.648,1.141,0.537
15298-199,SL017092,NETO1,Neuropilin and tolloid-like protein 1,Q8TDF5,Protein,Human,20%,1.31E-11,56,4.303,0.027,0.022,0.035,0.826,14.973,204,264,559,7.917,0.018,0.016,0.024,0.825,29.691,287,346,719,No closely related human proteins were available for specificity testing.,,,,,NETO1,81832,ENSG00000166342,HGNC:13823,,,1.428,0.864,1.008,0.88
15299-102,SL012502,MESD2,LDLR chaperone MESD,Q14696,Protein,Human,20%,4.52E-12,46,142.533,0.03,0.027,0.04,0.952,43.644,4670,15656,32350,104.6,0.043,0.032,0.053,0.675,0.415,3407,4465,7009,No closely related human proteins were available for specificity testing.,,,,,MESD,23184,ENSG00000117899,HGNC:13520,,,1.165,0.894,0.804,0.902
15300-66,SL017096,CC134,Coiled-coil domain-containing protein 134,Q9H6E4,Protein,Human,20%,1.28E-12,66,32.708,0.015,0.013,0.02,0.931,21.537,2027,4262,8479,39.735,0.018,0.016,0.024,0.966,39.395,1751,2279,3003,No closely related human proteins were available for specificity testing.,,,,,CCDC134,79879,ENSG00000100147,HGNC:26185,,,1.269,0.962,0.818,0.902
15301-24,SL009308,sperm protein 10,Acrosomal protein SP-10,P26436,Protein,Human,20%,4.54E-10,86,2.493,0.027,0.026,0.037,0.827,3.226,204,259,1322,5.901,0.02,0.013,0.024,0.901,79.56,295,352,1472,No closely related human proteins were available for specificity testing.,,,,,ACRV1,56,ENSG00000134940,HGNC:127,,,1.679,0.929,1.185,0.909
15303-63,SL004826,S100A5,Protein S100-A5,P33763,Protein,Human,20%,5.3E-11,61,27.13,0.034,0.051,0.061,0.94,1062.927,1677,3997,9203,54.557,0.035,0.046,0.058,0.811,1.05,2319,2965,3884,"No binding was observed with Protein S100-A6, Protein S100-A2 or Protein S100-A4.",,,,,S100A5,6276,ENSG00000196420,HGNC:10495,,,1.176,0.936,0.867,0.859
15304-1,SL002648,PAP1,Regenerating islet-derived protein 3-alpha,Q06141,Protein,Human,0.5%,1.23E-12,122,50.881,0.044,0.039,0.058,0.97,24.525,4732,9185,30286,56.428,0.038,0.036,0.052,0.981,55.201,4658,9539,31311,"No binding was observed with Regenerating islet-derived protein 3-gamma, Lithostathine-1-alpha, Lithostathine-1-beta or Regenerating islet-derived protein 4.",,,,,REG3A,5068,ENSG00000172016,HGNC:8601,,,1.179,0.987,0.857,0.985
15305-7,SL005696,Secretagogin,Secretagogin,O76038,Protein,Human,20%,2.49E-12,52,19.541,0.033,0.043,0.055,0.975,207.074,511,1029,4554,29.087,0.02,0.018,0.027,0.978,101.192,761,1386,5171,No binding was observed with Calretinin.,,,,,SCGN,10590,ENSG00000079689,HGNC:16941,,,1.13,0.978,0.789,0.955
15306-20,SL005375,IgJ,Immunoglobulin J chain,P01591,Protein,Human,20%,4.35E-11,55,7.303,0.028,0.036,0.046,0.947,38.38,349,442,924,11.838,0.021,0.016,0.026,0.723,19.215,452,524,788,No closely related human proteins were available for specificity testing.,,,,,JCHAIN,3512,ENSG00000132465,HGNC:5713,,,1.495,0.899,1.029,0.909
15308-108,SL012520,VWC2,Brorin,Q2TAL6,Protein,Human,20%,3.18E-12,52,157.404,0.031,0.031,0.044,0.829,9.361,4027,8885,15096,154.473,0.027,0.023,0.036,0.788,15.005,5662,8538,14487,No binding was observed with von Willebrand factor C domain-containing protein 2-like.,,,,,VWC2,375567,ENSG00000188730,HGNC:30200,,,0.752,0.923,0.501,0.817
15310-61,SL007011,PRC1,Protein regulator of cytokinesis 1,O43663,Protein,Human,20%,5.5E-11,132,4.652,0.057,0.063,0.085,0.797,51.114,587,748,1723,12.887,0.02,0.016,0.026,0.805,11.745,1074,1295,1741,No closely related human proteins were available for specificity testing.,,,,,PRC1,9055,ENSG00000198901,HGNC:9341,,,1.835,0.78,1.169,0.708
